Gene Symbol,Gene,Parameter,Level1,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq,fdr_p,log2(FC),stderr of FC,-log10(P),FC
Hs3st3b1,ENSMUSG00000070407,Sex,male,1,0.1400,1.1520,-2.1178,2.3978,0.01,9e-1,0.9861554746,0.2020081456,1.6619303651,0.00605461,1.150298388
Gm13123,ENSMUSG00000083708,Sex,male,1,-0.1427,1.1890,-2.4731,2.1878,0.01,9e-1,0.9861554746,-0.205816393,1.7154215473,0.00605461,0.8670479027
Gm16459,ENSMUSG00000084022,Sex,male,1,0.0803,0.6674,-1.2277,1.3883,0.01,9e-1,0.9861554746,0.1158527928,0.9628247351,0.00605461,1.0836153932
Gm21798,ENSMUSG00000094296,Sex,male,1,-0.0886,0.7412,-1.5413,1.3642,0.01,9e-1,0.9861554746,-0.127761697,1.0693585877,0.00605461,0.9152503361
Gm8451,ENSMUSG00000099471,Sex,male,1,-0.0507,0.4240,-0.8817,0.7804,0.01,9e-1,0.9861554746,-0.073108525,0.6117082193,0.00605461,0.9505875915
Gm47611,ENSMUSG00000112149,Sex,male,1,-0.1161,0.9564,-1.9907,1.7584,0.01,9e-1,0.9861554746,-0.167511537,1.3798190838,0.00605461,0.8903771433
,ENSMUSG00000117468,Sex,male,1,-0.0778,0.6450,-1.3420,1.1864,0.01,9e-1,0.9861554746,-0.112208645,0.9305479754,0.00605461,0.9251706187
Olfr1448,ENSMUSG00000048456,Sex,male,1,0.1632,1.3687,-2.5194,2.8458,0.01,9.1e-1,0.9862955999,0.2354415233,1.9746066753,0.0059929044,1.1772669736
Msr1,ENSMUSG00000025044,Sex,male,1,-0.0438,0.3683,-0.7656,0.6780,0.01,9.1e-1,0.9863430498,-0.06315309,0.5312912953,0.0059720113,0.9571698836
Amigo2,ENSMUSG00000048218,Sex,male,1,-0.0651,0.5474,-1.1380,1.0077,0.01,9.1e-1,0.9863430498,-0.093946489,0.7897003386,0.0059720113,0.9369561989
Gm8956,ENSMUSG00000107771,Sex,male,1,-0.0614,0.5160,-1.0728,0.9499,0.01,9.1e-1,0.9863430498,-0.088627194,0.744451766,0.0059720113,0.940417184
Gm45871,ENSMUSG00000110277,Sex,male,1,0.0611,0.5140,-0.9462,1.0684,0.01,9.1e-1,0.9863430498,0.0881411563,0.7414865992,0.0059720113,1.0629996754
Cldn15,ENSMUSG00000001739,Sex,male,1,0.0933,0.8043,-1.4831,1.6697,0.01,9.1e-1,0.9864099839,0.1346060935,1.1603645357,0.0059425407,1.0977930367
Tbl2,ENSMUSG00000005374,Sex,male,1,-0.0360,0.3115,-0.6465,0.5746,0.01,9.1e-1,0.9864099839,-0.051918731,0.4494161511,0.0059425407,0.9646525231
Card14,ENSMUSG00000013483,Sex,male,1,0.3516,3.0710,-5.6674,6.3706,0.01,9.1e-1,0.9864099839,0.5072655173,4.4304621581,0.0059425407,1.4213536087
Grm1,ENSMUSG00000019828,Sex,male,1,0.0626,0.5484,-1.0123,1.1376,0.01,9.1e-1,0.9864099839,0.0903835369,0.7912343133,0.0059425407,1.0646531802
Hcfc2,ENSMUSG00000020246,Sex,male,1,-0.0745,0.6469,-1.3425,1.1935,0.01,9.1e-1,0.9864099839,-0.107542214,0.9333472618,0.0059425407,0.9281679494
Pitrm1,ENSMUSG00000021193,Sex,male,1,0.0251,0.2137,-0.3937,0.4439,0.01,9.1e-1,0.9864099839,0.0362546391,0.3082856808,0.0059425407,1.025448216
Ripk1,ENSMUSG00000021408,Sex,male,1,0.0301,0.2630,-0.4855,0.5457,0.01,9.1e-1,0.9864099839,0.0434428992,0.3794979452,0.0059425407,1.0305702843
Camk2g,ENSMUSG00000021820,Sex,male,1,-0.0534,0.4633,-0.9615,0.8546,0.01,9.1e-1,0.9864099839,-0.077110763,0.668430343,0.0059425407,0.9479541833
Dtwd2,ENSMUSG00000024505,Sex,male,1,0.0402,0.3503,-0.6464,0.7268,0.01,9.1e-1,0.9864099839,0.0579993578,0.5053702319,0.0059425407,1.0410211343
Tctn3,ENSMUSG00000025008,Sex,male,1,-0.0779,0.6795,-1.4097,1.2539,0.01,9.1e-1,0.9864099839,-0.11238472,0.9803450175,0.0059425407,0.925057712
Bloc1s2-ps,ENSMUSG00000025201,Sex,male,1,0.2416,2.0672,-3.8100,4.2932,0.01,9.1e-1,0.9864099839,0.3485707731,2.9823016444,0.0059425407,1.2732985905
Nuf2,ENSMUSG00000026683,Sex,male,1,-0.1001,0.8718,-1.8087,1.6086,0.01,9.1e-1,0.9864099839,-0.144372913,1.2576997577,0.0059425407,0.9047725635
Slc43a1,ENSMUSG00000027075,Sex,male,1,0.0281,0.2377,-0.4378,0.4939,0.01,9.1e-1,0.9864099839,0.040482666,0.3429164251,0.0059425407,1.0284578485
Dok5,ENSMUSG00000027560,Sex,male,1,0.1142,0.9798,-1.8061,2.0345,0.01,9.1e-1,0.9864099839,0.1647533323,1.4134913075,0.0059425407,1.1209744008
Fga,ENSMUSG00000028001,Sex,male,1,0.2049,1.7336,-3.1929,3.6026,0.01,9.1e-1,0.9864099839,0.2955962645,2.5010256739,0.0059425407,1.2273921525
Mtf1,ENSMUSG00000028890,Sex,male,1,-0.0391,0.3393,-0.7041,0.6260,0.01,9.1e-1,0.9864099839,-0.056369584,0.4895361185,0.0059425407,0.9616810634
Sumf1,ENSMUSG00000030101,Sex,male,1,-0.0351,0.3036,-0.6301,0.5599,0.01,9.1e-1,0.9864099839,-0.050630756,0.4379427695,0.0059425407,0.9655141076
Ablim3,ENSMUSG00000032735,Sex,male,1,-0.1462,1.2663,-2.6280,2.3357,0.01,9.1e-1,0.9864099839,-0.210893564,1.82684779,0.0059425407,0.8640019276
Clec1a,ENSMUSG00000033082,Sex,male,1,-0.1748,1.5151,-3.1444,2.7947,0.01,9.1e-1,0.9864099839,-0.252189496,2.185833294,0.0059425407,0.8396212026
Dis3,ENSMUSG00000033166,Sex,male,1,0.0764,0.6506,-1.1987,1.3516,0.01,9.1e-1,0.9864099839,0.1102787017,0.9385934034,0.0059425407,1.0794367433
Armcx2,ENSMUSG00000033436,Sex,male,1,-0.0628,0.5439,-1.1288,1.0031,0.01,9.1e-1,0.9864099839,-0.090651919,0.7846156943,0.0059425407,0.9390982977
Pqlc1,ENSMUSG00000034006,Sex,male,1,-0.0181,0.1581,-0.3279,0.2917,0.01,9.1e-1,0.9864099839,-0.026093924,0.2280244633,0.0059425407,0.9820756567
Med13,ENSMUSG00000034297,Sex,male,1,0.0284,0.2451,-0.4519,0.5087,0.01,9.1e-1,0.9864099839,0.0409865902,0.35355514,0.0059425407,1.028817145
Baz1a,ENSMUSG00000035021,Sex,male,1,-0.0263,0.2312,-0.4795,0.4269,0.01,9.1e-1,0.9864099839,-0.037960445,0.3335835534,0.0059425407,0.9740309739
Fignl1,ENSMUSG00000035455,Sex,male,1,-0.0870,0.7386,-1.5347,1.3607,0.01,9.1e-1,0.9864099839,-0.125518253,1.065631503,0.0059425407,0.9166746912
Thap11,ENSMUSG00000036442,Sex,male,1,-0.0323,0.2734,-0.5681,0.5035,0.01,9.1e-1,0.9864099839,-0.046623868,0.3944153093,0.0059425407,0.9681994178
Zfp146,ENSMUSG00000037029,Sex,male,1,-0.0882,0.7527,-1.5635,1.3870,0.01,9.1e-1,0.9864099839,-0.127311404,1.0858969021,0.0059425407,0.9155360477
Ints7,ENSMUSG00000037461,Sex,male,1,-0.0336,0.2861,-0.5943,0.5271,0.01,9.1e-1,0.9864099839,-0.048482928,0.4127416657,0.0059425407,0.9669525975
Gipc2,ENSMUSG00000039131,Sex,male,1,-0.0450,0.3871,-0.8037,0.7136,0.01,9.1e-1,0.9864099839,-0.064991169,0.5584387,0.0059425407,0.9559511691
Zfp189,ENSMUSG00000039634,Sex,male,1,-0.1085,0.9340,-1.9392,1.7221,0.01,9.1e-1,0.9864099839,-0.156599757,1.3475337769,0.0059425407,0.8971370157
Efhd2,ENSMUSG00000040659,Sex,male,1,0.0173,0.1484,-0.2737,0.3082,0.01,9.1e-1,0.9864099839,0.0249176998,0.2141473934,0.0059425407,1.0174216505
Coro2b,ENSMUSG00000041729,Sex,male,1,0.0769,0.6642,-1.2250,1.3787,0.01,9.1e-1,0.9864099839,0.1109293174,0.9582676237,0.0059425407,1.0799236494
Card6,ENSMUSG00000041849,Sex,male,1,-0.0208,0.1829,-0.3792,0.3376,0.01,9.1e-1,0.9864099839,-0.03001953,0.2638104147,0.0059425407,0.9794070393
D17H6S53E,ENSMUSG00000043311,Sex,male,1,0.0237,0.2057,-0.3795,0.4269,0.01,9.1e-1,0.9864099839,0.0341873663,0.2967560331,0.0059425407,1.0239798785
Taf9b,ENSMUSG00000047242,Sex,male,1,-0.0686,0.5959,-1.2366,1.0993,0.01,9.1e-1,0.9864099839,-0.099038364,0.859680156,0.0059425407,0.9336551167
Asb8,ENSMUSG00000048175,Sex,male,1,-0.0206,0.1762,-0.3661,0.3248,0.01,9.1e-1,0.9864099839,-0.029791127,0.254270808,0.0059425407,0.9795621078
Tyw5,ENSMUSG00000048495,Sex,male,1,0.1184,1.0211,-1.8829,2.1197,0.01,9.1e-1,0.9864099839,0.1708313844,1.4731162728,0.0059425407,1.125707011
Gm5446,ENSMUSG00000050243,Sex,male,1,-0.2235,1.9527,-4.0507,3.6037,0.01,9.1e-1,0.9864099839,-0.322456611,2.8171274453,0.0059425407,0.7997069822
Adgb,ENSMUSG00000050994,Sex,male,1,-0.0784,0.6797,-1.4107,1.2538,0.01,9.1e-1,0.9864099839,-0.113175349,0.9806406263,0.0059425407,0.9245508987
Zfp1,ENSMUSG00000055835,Sex,male,1,0.0529,0.4609,-0.8504,0.9562,0.01,9.1e-1,0.9864099839,0.0763237244,0.6649137745,0.0059425407,1.054327976
Zfp708,ENSMUSG00000058883,Sex,male,1,-0.1752,1.5193,-3.1530,2.8026,0.01,9.1e-1,0.9864099839,-0.252765439,2.191916122,0.0059425407,0.8392860813
Klra6,ENSMUSG00000061769,Sex,male,1,-0.1569,1.3237,-2.7513,2.4375,0.01,9.1e-1,0.9864099839,-0.226369513,1.9096840181,0.0059425407,0.8547832168
Lancl2,ENSMUSG00000062190,Sex,male,1,-0.0727,0.6198,-1.2874,1.1420,0.01,9.1e-1,0.9864099839,-0.104930761,0.894127345,0.0059425407,0.9298495678
Gm5239,ENSMUSG00000062742,Sex,male,1,-0.0254,0.2235,-0.4636,0.4127,0.01,9.1e-1,0.9864099839,-0.036713622,0.322513987,0.0059425407,0.9748731264
mt-Nd4l,ENSMUSG00000065947,Sex,male,1,-0.0155,0.1337,-0.2774,0.2465,0.01,9.1e-1,0.9864099839,-0.022314543,0.1928186868,0.0059425407,0.9846517411
Klra14-ps,ENSMUSG00000072721,Sex,male,1,0.2557,2.2446,-4.1436,4.6550,0.01,9.1e-1,0.9864099839,0.3688976284,3.2382653547,0.0059425407,1.2913657135
Gm6166,ENSMUSG00000074280,Sex,male,1,-0.1068,0.9112,-1.8927,1.6791,0.01,9.1e-1,0.9864099839,-0.154054604,1.3145557732,0.0059425407,0.8987211109
Ubtfl1,ENSMUSG00000074502,Sex,male,1,-0.0885,0.7503,-1.5590,1.3821,0.01,9.1e-1,0.9864099839,-0.127621686,1.0824632201,0.0059425407,0.9153391633
Scn2a,ENSMUSG00000075318,Sex,male,1,-0.1377,1.1954,-2.4806,2.2052,0.01,9.1e-1,0.9864099839,-0.198708579,1.724572678,0.0059425407,0.8713301812
Trbv20,ENSMUSG00000076476,Sex,male,1,-0.0947,0.8135,-1.6891,1.4996,0.01,9.1e-1,0.9864099839,-0.136643009,1.1735655463,0.0059425407,0.9096333104
Chml,ENSMUSG00000078185,Sex,male,1,-0.1491,1.2660,-2.6304,2.3323,0.01,9.1e-1,0.9864099839,-0.215048251,1.8264971457,0.0059425407,0.8615173459
Mup9,ENSMUSG00000078686,Sex,male,1,0.2127,1.8639,-3.4404,3.8658,0.01,9.1e-1,0.9864099839,0.3068806124,2.6890038701,0.0059425407,1.2370301063
Gm9385,ENSMUSG00000080848,Sex,male,1,0.1034,0.9012,-1.6629,1.8696,0.01,9.1e-1,0.9864099839,0.1491354082,1.3001194981,0.0059425407,1.1089047181
Anp32b-ps1,ENSMUSG00000081792,Sex,male,1,-0.0602,0.5201,-1.0796,0.9591,0.01,9.1e-1,0.9864099839,-0.086919482,0.7503089942,0.0059425407,0.9415310108
Gm11249,ENSMUSG00000083087,Sex,male,1,0.0509,0.4293,-0.7904,0.8923,0.01,9.1e-1,0.9864099839,0.0734782874,0.6192814271,0.0059425407,1.0522505672
Ighv1-69,ENSMUSG00000094502,Sex,male,1,-0.1136,0.9982,-2.0699,1.8428,0.01,9.1e-1,0.9864099839,-0.16386273,1.4400371649,0.0059425407,0.8926318998
Trav9-2,ENSMUSG00000094966,Sex,male,1,0.1889,1.6425,-3.0304,3.4082,0.01,9.1e-1,0.9864099839,0.2725256011,2.3696403186,0.0059425407,1.2079205797
Trav12-2,ENSMUSG00000096656,Sex,male,1,-0.1577,1.3799,-2.8622,2.5468,0.01,9.1e-1,0.9864099839,-0.227554665,1.9907246694,0.0059425407,0.8540813141
Gm8330,ENSMUSG00000098048,Sex,male,1,-0.0426,0.3648,-0.7576,0.6724,0.01,9.1e-1,0.9864099839,-0.061474247,0.5262960833,0.0059425407,0.9582843764
Gm7456,ENSMUSG00000098099,Sex,male,1,-0.0439,0.3771,-0.7830,0.6952,0.01,9.1e-1,0.9864099839,-0.063325046,0.5440676277,0.0059425407,0.9570558044
Gm8101,ENSMUSG00000104202,Sex,male,1,-0.0591,0.5032,-1.0453,0.9272,0.01,9.1e-1,0.9864099839,-0.085195042,0.7259904709,0.0059425407,0.9426570866
Gm42420,ENSMUSG00000107071,Sex,male,1,-0.1673,1.4575,-3.0239,2.6892,0.01,9.1e-1,0.9864099839,-0.241421463,2.1026756191,0.0059425407,0.8459114396
Gm6063,ENSMUSG00000108772,Sex,male,1,-0.0649,0.5677,-1.1774,1.0477,0.01,9.1e-1,0.9864099839,-0.093587845,0.818950215,0.0059425407,0.9371891489
,ENSMUSG00000117458,Sex,male,1,0.0688,0.5957,-1.0986,1.2363,0.01,9.1e-1,0.9864099839,0.0993257324,0.8593485822,0.0059425407,1.0712726683
Sbf1,ENSMUSG00000036529,Sex,male,1,-0.0196,0.1723,-0.3573,0.3182,0.01,9.1e-1,0.986472049,-0.028252265,0.2486111957,0.0059152157,0.9806075234
Psmd2,ENSMUSG00000006998,Sex,male,1,-0.0191,0.1686,-0.3495,0.3113,0.01,9.1e-1,0.9865605451,-0.027574766,0.2432039564,0.005876257,0.9810681308
Cluap1,ENSMUSG00000014232,Sex,male,1,0.0408,0.3592,-0.6633,0.7448,0.01,9.1e-1,0.9865605451,0.058794034,0.5182372425,0.005876257,1.0415947154
Ist1,ENSMUSG00000031729,Sex,male,1,-0.0244,0.2154,-0.4465,0.3977,0.01,9.1e-1,0.9866144943,-0.035185201,0.3107124652,0.0058525086,0.9759064742
Rpl15-ps2,ENSMUSG00000098915,Sex,male,1,-0.1021,0.9034,-1.8727,1.6684,0.01,9.1e-1,0.9866891651,-0.147368847,1.3032791284,0.0058196408,0.9028956414
Ripk3,ENSMUSG00000022221,Sex,male,1,-0.0234,0.2078,-0.4307,0.3838,0.01,9.1e-1,0.9867708257,-0.033829757,0.2997437504,0.0057836991,0.9768237905
Ms4a7,ENSMUSG00000024672,Sex,male,1,-0.0910,0.8069,-1.6726,1.4905,0.01,9.1e-1,0.9867708257,-0.131313486,1.1641475266,0.0057836991,0.9129998412
Gm16303,ENSMUSG00000089834,Sex,male,1,-0.0408,0.3623,-0.7510,0.6693,0.01,9.1e-1,0.9867708257,-0.058932293,0.5226991029,0.0057836991,0.9599743123
Nbr1,ENSMUSG00000017119,Sex,male,1,0.0204,0.1829,-0.3380,0.3789,0.01,9.1e-1,0.9868684311,0.029486536,0.2638591418,0.0057407434,1.0206488059
Rnase4,ENSMUSG00000021876,Sex,male,1,0.0673,0.6027,-1.1141,1.2486,0.01,9.1e-1,0.9868684311,0.0970294107,0.8695562713,0.0057407434,1.0695688918
Lims2,ENSMUSG00000024395,Sex,male,1,0.1166,1.0436,-1.9288,2.1620,0.01,9.1e-1,0.9868684311,0.1682190694,1.5056188115,0.0057407434,1.1236705165
Fermt1,ENSMUSG00000027356,Sex,male,1,-0.0991,0.8849,-1.8335,1.6353,0.01,9.1e-1,0.9868684311,-0.142918264,1.2766570694,0.0057407434,0.9056852931
Lrrc39,ENSMUSG00000027961,Sex,male,1,-0.1277,1.1375,-2.3571,2.1017,0.01,9.1e-1,0.9868684311,-0.184228107,1.6410337524,0.0057407434,0.8801198455
Tars2,ENSMUSG00000028107,Sex,male,1,0.0281,0.2502,-0.4622,0.5184,0.01,9.1e-1,0.9868684311,0.0405333611,0.3609045455,0.0057407434,1.0284939883
Rbmx2,ENSMUSG00000031107,Sex,male,1,0.0662,0.5918,-1.0938,1.2262,0.01,9.1e-1,0.9868684311,0.0955039549,0.8538589198,0.0057407434,1.0684385644
Msn,ENSMUSG00000031207,Sex,male,1,0.0112,0.1001,-0.1850,0.2074,0.01,9.1e-1,0.9868684311,0.0161999734,0.1444061885,0.0057407434,1.0112922474
Rgs4,ENSMUSG00000038530,Sex,male,1,-0.1106,0.9922,-2.0553,1.8340,0.01,9.1e-1,0.9868684311,-0.159609681,1.4314240653,0.0057407434,0.8952672514
Mettl21e,ENSMUSG00000046828,Sex,male,1,0.1037,0.9315,-1.7220,1.9294,0.01,9.1e-1,0.9868684311,0.1496561797,1.3438626008,0.0057407434,1.1093050731
Olfr901,ENSMUSG00000052058,Sex,male,1,0.1682,1.5038,-2.7791,3.1155,0.01,9.1e-1,0.9868684311,0.2426457751,2.1694810765,0.0057407434,1.1831604847
Tcf7l1,ENSMUSG00000055799,Sex,male,1,0.1384,1.2410,-2.2939,2.5707,0.01,9.1e-1,0.9868684311,0.1996627807,1.7903583725,0.0057407434,1.1484298866
Fam204a,ENSMUSG00000057858,Sex,male,1,-0.0274,0.2440,-0.5057,0.4509,0.01,9.1e-1,0.9868684311,-0.039556371,0.3520774134,0.0057407434,0.972954085
Col25a1,ENSMUSG00000058897,Sex,male,1,-0.2071,1.8397,-3.8127,3.3986,0.01,9.1e-1,0.9868684311,-0.298720075,2.6540795343,0.0057407434,0.8129733274
Gm10720,ENSMUSG00000074564,Sex,male,1,-0.2144,1.9265,-3.9904,3.5615,0.01,9.1e-1,0.9868684311,-0.309365351,2.7794164127,0.0057407434,0.8069966832
Rc3h2,ENSMUSG00000075376,Sex,male,1,0.0286,0.2571,-0.4753,0.5326,0.01,9.1e-1,0.9868684311,0.0412875778,0.3709417849,0.0057407434,1.0290318082
Rbpj-ps3,ENSMUSG00000079575,Sex,male,1,-0.2643,2.3723,-4.9138,4.3853,0.01,9.1e-1,0.9868684311,-0.381235091,3.4224548648,0.0057407434,0.7677800126
Mpg,ENSMUSG00000020287,Sex,male,1,-0.0371,0.3334,-0.6905,0.6164,0.01,9.1e-1,0.986918375,-0.053469089,0.4809735197,0.005718765,0.9636164393
Cnih1,ENSMUSG00000015759,Sex,male,1,0.0325,0.2927,-0.5412,0.6063,0.01,9.1e-1,0.9869297017,0.0469108798,0.4223269254,0.0057137807,1.0330505707
Nup210l,ENSMUSG00000027939,Sex,male,1,0.0768,0.6925,-1.2805,1.4340,0.01,9.1e-1,0.9870171152,0.1107424145,0.999061598,0.0056753164,1.079783753
St3gal2,ENSMUSG00000031749,Sex,male,1,-0.0194,0.1754,-0.3633,0.3244,0.01,9.1e-1,0.9870171152,-0.028048959,0.2531057318,0.0056753164,0.9807457213
Xrn2,ENSMUSG00000027433,Sex,male,1,-0.0264,0.2382,-0.4933,0.4406,0.01,9.1e-1,0.987132366,-0.038015816,0.3437024428,0.0056246083,0.9739935906
Tgfbr1,ENSMUSG00000007613,Sex,male,1,0.0577,0.5225,-0.9663,1.0817,0.01,9.1e-1,0.9871943581,0.0832563251,0.7537481008,0.0055973353,1.0594065438
Hdac8,ENSMUSG00000067567,Sex,male,1,-0.0991,0.8979,-1.8590,1.6608,0.01,9.1e-1,0.9871997653,-0.142981282,1.2954487206,0.0055949566,0.9056457331
Krit1,ENSMUSG00000000600,Sex,male,1,-0.0347,0.3193,-0.6606,0.5912,0.01,9.1e-1,0.9873904273,-0.050058765,0.4606913996,0.0055110876,0.9658969842
Cyp17a1,ENSMUSG00000003555,Sex,male,1,-0.1471,1.3783,-2.8485,2.5544,0.01,9.2e-1,0.9873904273,-0.212155859,1.9884617311,0.0055110876,0.8632462943
Igf1r,ENSMUSG00000005533,Sex,male,1,0.0307,0.2850,-0.5278,0.5892,0.01,9.1e-1,0.9873904273,0.0442815662,0.4110981224,0.0055110876,1.0311695493
Cldn13,ENSMUSG00000008843,Sex,male,1,-0.0394,0.3618,-0.7486,0.6698,0.01,9.1e-1,0.9873904273,-0.056862108,0.5220189556,0.0055110876,0.9613528094
Bcl2l13,ENSMUSG00000009112,Sex,male,1,-0.0377,0.3497,-0.7232,0.6478,0.01,9.1e-1,0.9873904273,-0.054393212,0.5045701819,0.0055110876,0.962999389
Med7,ENSMUSG00000020397,Sex,male,1,-0.0516,0.4785,-0.9894,0.8862,0.01,9.1e-1,0.9873904273,-0.07443046,0.6902688515,0.0055110876,0.9497169716
Nampt,ENSMUSG00000020572,Sex,male,1,0.0453,0.4201,-0.7781,0.8686,0.01,9.1e-1,0.9873904273,0.0652871453,0.6060709853,0.0055110876,1.046293167
Mlh3,ENSMUSG00000021245,Sex,male,1,-0.0327,0.3047,-0.6299,0.5645,0.01,9.1e-1,0.9873904273,-0.04713048,0.4395788237,0.0055110876,0.9678594877
Ncf2,ENSMUSG00000026480,Sex,male,1,-0.0156,0.1460,-0.3018,0.2706,0.01,9.1e-1,0.9873904273,-0.022543587,0.210677924,0.0055110876,0.9844954294
Inpp5e,ENSMUSG00000026925,Sex,male,1,0.0436,0.4078,-0.7557,0.8429,0.01,9.1e-1,0.9873904273,0.0629100957,0.588344404,0.0055110876,1.0445706664
Tmem57,ENSMUSG00000028826,Sex,male,1,-0.0210,0.1976,-0.4083,0.3662,0.01,9.2e-1,0.9873904273,-0.030310152,0.285041377,0.0055110876,0.9792097638
Cenpc1,ENSMUSG00000029253,Sex,male,1,0.0375,0.3492,-0.6470,0.7219,0.01,9.1e-1,0.9873904273,0.0540734802,0.5038138294,0.0055110876,1.038192147
Epha1,ENSMUSG00000029859,Sex,male,1,-0.0943,0.8691,-1.7978,1.6091,0.01,9.1e-1,0.9873904273,-0.13609454,1.2538567875,0.0055110876,0.9099791909
Zfp273,ENSMUSG00000030446,Sex,male,1,-0.0814,0.7596,-1.5702,1.4074,0.01,9.1e-1,0.9873904273,-0.117441596,1.0958602594,0.0055110876,0.9218209133
Trappc8,ENSMUSG00000033382,Sex,male,1,0.0447,0.4151,-0.7689,0.8583,0.01,9.1e-1,0.9873904273,0.0644937318,0.5988780421,0.0055110876,1.0457179138
Mks1,ENSMUSG00000034121,Sex,male,1,-0.0647,0.5970,-1.2348,1.1053,0.01,9.1e-1,0.9873904273,-0.093390134,0.8612449343,0.0055110876,0.9373175927
Cpne7,ENSMUSG00000034796,Sex,male,1,0.1032,0.9522,-1.7631,1.9695,0.01,9.1e-1,0.9873904273,0.1489285927,1.3737487729,0.0055110876,1.108745764
Cpsf7,ENSMUSG00000034820,Sex,male,1,0.0215,0.1965,-0.3636,0.4065,0.01,9.1e-1,0.9873904273,0.0309495522,0.2834223422,0.0055110876,1.0216843561
Acta2,ENSMUSG00000035783,Sex,male,1,-0.0251,0.2285,-0.4729,0.4227,0.01,9.1e-1,0.9873904273,-0.036174937,0.3296278966,0.0055110876,0.9752371996
Phyhipl,ENSMUSG00000037747,Sex,male,1,0.0509,0.4664,-0.8633,0.9650,0.01,9.1e-1,0.9873904273,0.0733713505,0.6728908708,0.0055110876,1.0521725742
Slc43a2,ENSMUSG00000038178,Sex,male,1,-0.0196,0.1799,-0.3721,0.3329,0.01,9.1e-1,0.9873904273,-0.028271832,0.2594716155,0.0055110876,0.9805942237
Ttk,ENSMUSG00000038379,Sex,male,1,-0.1306,1.2289,-2.5391,2.2780,0.01,9.2e-1,0.9873904273,-0.18835744,1.7728745283,0.0055110876,0.8776043365
Coq10a,ENSMUSG00000039914,Sex,male,1,-0.0284,0.2620,-0.5420,0.4851,0.01,9.1e-1,0.9873904273,-0.041032682,0.3780110499,0.0055110876,0.9719589693
Etfbkmt,ENSMUSG00000039958,Sex,male,1,0.0580,0.5278,-0.9764,1.0925,0.01,9.1e-1,0.9873904273,0.0837480787,0.7614619811,0.0055110876,1.0597677122
Arhgap9,ENSMUSG00000040345,Sex,male,1,-0.0127,0.1196,-0.2471,0.2216,0.01,9.2e-1,0.9873904273,-0.018356119,0.1725059325,0.0055110876,0.9873571093
Etfrf1,ENSMUSG00000040370,Sex,male,1,-0.0518,0.4858,-1.0039,0.9004,0.01,9.2e-1,0.9873904273,-0.074689897,0.7008714192,0.0055110876,0.9495462013
Tiprl,ENSMUSG00000040843,Sex,male,1,-0.0482,0.4519,-0.9340,0.8375,0.01,9.1e-1,0.9873904273,-0.069599843,0.6519559535,0.0055110876,0.952902266
Prdm10,ENSMUSG00000042496,Sex,male,1,-0.0580,0.5344,-1.1054,0.9895,0.01,9.1e-1,0.9873904273,-0.083605329,0.7710422707,0.0055110876,0.9436963777
Sin3a,ENSMUSG00000042557,Sex,male,1,-0.0291,0.2661,-0.5506,0.4923,0.01,9.1e-1,0.9873904273,-0.042027933,0.3838526996,0.0055110876,0.9712886895
Cdc25c,ENSMUSG00000044201,Sex,male,1,0.0744,0.6879,-1.2738,1.4226,0.01,9.1e-1,0.9873904273,0.1073794461,0.9923961427,0.0055110876,1.0772696738
Tshz1,ENSMUSG00000046982,Sex,male,1,0.0344,0.3209,-0.5946,0.6634,0.01,9.1e-1,0.9873904273,0.0496495762,0.463007498,0.0055110876,1.0350134935
Kmt2d,ENSMUSG00000048154,Sex,male,1,0.0218,0.2036,-0.3772,0.4209,0.01,9.1e-1,0.9873904273,0.0314647905,0.2937282698,0.0055110876,1.0220493015
Mcat,ENSMUSG00000048755,Sex,male,1,0.0283,0.2659,-0.4929,0.5495,0.01,9.2e-1,0.9873904273,0.0408148014,0.3836654144,0.0055110876,1.028694646
Tmem241,ENSMUSG00000049411,Sex,male,1,0.0671,0.6315,-1.1706,1.3048,0.01,9.2e-1,0.9873904273,0.0968292683,0.9110346684,0.0055110876,1.0694205228
Snx21,ENSMUSG00000050373,Sex,male,1,-0.0419,0.3910,-0.8083,0.7245,0.01,9.1e-1,0.9873904273,-0.060454861,0.5641465975,0.0055110876,0.958961725
Zfp212,ENSMUSG00000052763,Sex,male,1,0.0389,0.3631,-0.6726,0.7505,0.01,9.1e-1,0.9873904273,0.0561785845,0.5237814407,0.0055110876,1.0397081279
Gapdh,ENSMUSG00000057666,Sex,male,1,-0.0172,0.1564,-0.3237,0.2893,0.01,9.1e-1,0.9873904273,-0.024797538,0.2256368125,0.0055110876,0.9829585334
Gm9174,ENSMUSG00000058745,Sex,male,1,0.2303,2.1270,-3.9384,4.3991,0.01,9.1e-1,0.9873904273,0.332318697,3.0685681938,0.0055110876,1.2590352687
Adamts14,ENSMUSG00000059901,Sex,male,1,0.0596,0.5438,-1.0063,1.1255,0.01,9.1e-1,0.9873904273,0.0859957782,0.784578379,0.0055110876,1.0614201029
Cxcl11,ENSMUSG00000060183,Sex,male,1,-0.2503,2.2919,-4.7423,4.2417,0.01,9.1e-1,0.9873904273,-0.361066231,3.3064741473,0.0055110876,0.7785889469
Wdr61,ENSMUSG00000061559,Sex,male,1,0.0288,0.2635,-0.4876,0.5452,0.01,9.1e-1,0.9873904273,0.0415628916,0.3801399882,0.0055110876,1.0292282001
